∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,27,,Optimal,,,1.5,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Figure 5,,
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,6.55,,SSP2,,,1,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,15.14,1,1,1,,,,,,,,,,,p559 and Table 3,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,6.55,,SSP2,,,1,1,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,23.52,,,,,,1,,,,,,,,p559 and Table 4,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,6.55,,SSP2,,,1,1,,,,,,,,,,,,,,,,,,8.48,,,,,,,,,,,,,5969,,,,,,,,,,1,,,,p559 and Table 4,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,8.16,,SSP2,,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p559 ,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,3.18,,SSP2,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p559 ,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,10.55,,SSP2,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p560,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,2.48,,SSP2,,,1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p560,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,7.84,,SSP2,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p561,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,6.55,,SSP2,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p561,,Converted from $ per tC to $ per tCO2
546,Tol2019,Fran,"Tol, R.S.J.",2019,"Tol, R.S.J. (2019) A social cost of carbon for (almost) every country",,,,2015,39.62,,SSP2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p562,,Converted from $ per tC to $ per tCO2
2562,Moyer2014,Fran,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",2014,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A. (2014) Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon",DICE-2007,,Sensitivity Analysis,2010,160,2007,IWG IMAGE,34,3,,,,,,,,,,,,1,,,,,,,,51,,,,,,,,,,,,,320,,,,,,,,1,,,,,,Table 1,,
2562,Moyer2014,Fran,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",2014,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A. (2014) Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon",DICE-2007,,Sensitivity Analysis,2010,96,2007,Baseline,25,3,,,,,,,,,,,,1,,,,,,,,34,,,,,,,,,,,,,230,,,,,,,,1,,,,,,Table 1,,
2562,Moyer2014,Fran,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",2014,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A. (2014) Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon",DICE-2007,,Sensitivity Analysis,2010,71,2007,Baseline,16,,1,2,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,610,,,,,,,,1,,,,,,Table 1,,
2562,Moyer2014,Fran,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",2014,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A. (2014) Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon",DICE-2007,,Sensitivity Analysis,2010,1300,2007,Baseline,120,,0,1,,,,,,,,,,1,,,,,,,,270,,,,,,,,,,,,,3800,,,,,,,,1,,,,,,Table 1,,
2562,Moyer2014,Fran,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",2014,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A. (2014) Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon",DICE-2007,,Sensitivity Analysis,2010,150,2007,Baseline,29,,1,2,,,,,,1,,,,1,,,,,,,,34,,,,,,,,,,,,,3800,,,,,,,,1,,,,,,Table 1,,
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2008,16.16,,Optimal,,1.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2058,66.41,,Optimal,,1.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2108,123.21,,Optimal,,1.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2008,18.04,,Optimal,,1.5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2058,73.66,,Optimal,,1.5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3151,Ortiz2011,Fran,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J.",2011,"Ortiz, R.A., Golub, A., Lugovoy, O., Markandya, A., Wang, J. (2011) DICER: A tool for analyzing climate policies",,DICE-2007,Empirical Improvement,2108,136.6,,Optimal,,1.5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per tC to $ per tCO2
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,,2015,18.6,2005,Baseline,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline here means no additional policies
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,,2015,17.7,2005,Optimal,18.6,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,47.6,2005,2°C limit damage function (2Cmax),18.6,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damages are re-calibrated to meet 2C
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,25,2005,2°C limit damage function(2Cmaxofaverage),18.6,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damages are re-calibrated to meet 2C
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,89.8,2005,Stern Review PRTP (but re-calibratd eta),18.6,,0.1,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,20.7,2005,Stern Review PRTP (but re-calibratd eta),18.6,,0.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,6.4,2005,Optimal alternative (high PRTP),18.6,,3.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,125,2005,"Optimal, 1,5C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,54,2005,"Optimal, 2C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,24,2005,"Optimal, 3C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,19,2005,"Optimal, 4C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,1495,2005,"No policy, 1,5C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,1046,2005,"No policy, 2C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,197,2005,"No policy, 3C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,33,2005,"No policy, 4C° threshold",18.6,,1.5,1.45,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,14.8,2005,"IWG methodology (constant discount rate), TSC=3.5",18.6,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 3.5
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,12.3,2005,"IWG methodology (constant discount rate), TSC=2.9",18.6,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 2.9
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,25.8,2005,"IWG methodology (constant discount rate), TSC=3.5",18.6,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 3.5
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,21,2005,"IWG methodology (constant discount rate), TSC=2.9",18.6,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 2.9
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,50,2005,"IWG methodology (constant discount rate), TSC=3.5",18.6,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 3.5
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,40.2,2005,"IWG methodology (constant discount rate), TSC=2.9",18.6,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 2.9
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013, ,Sensitivity Analysis,2015,72.5,2005,"IWG methodology (constant discount rate), TSC=3.5",18.6,2.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 3.5
3781,Nordhaus2014,Moritz,Nordhaus,2014,"Nordhaus, William. ""Estimates of the social cost of carbon: concepts and results from the DICE-2013R model and alternative approaches."" Journal of the Association of Environmental and Resource Economists 1, no. 1/2 (2014): 273-312.",DICE 2013,,Sensitivity Analysis,2015,58,2005,"IWG methodology (constant discount rate), TSC=2.9",18.6,2.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transient climate sensitivity: 2.9
1255,Gerlagh2018,Moritz,Gerlagh,2018,"Gerlagh, Reyer, and Matti Liski. ""Consistent climate policies."" Journal of the European Economic Association 16, no. 1 (2018): 1-44.",Analytic IAM,,,2010,172.9,2010,Markov equilibrium,9.23,,tbd,tbd,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Gerlagh2018,Moritz,Gerlagh,2018,"Gerlagh, Reyer, and Matti Liski. ""Consistent climate policies."" Journal of the European Economic Association 16, no. 1 (2018): 1-44.",Analytic IAM,,,2010,24.05,2010,,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Gerlagh2018,Moritz,Gerlagh,2018,"Gerlagh, Reyer, and Matti Liski. ""Consistent climate policies."" Journal of the European Economic Association 16, no. 1 (2018): 1-44.",Analytic IAM,,,2010,43.94,2010,,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Gerlagh2018,Moritz,Gerlagh,2018,"Gerlagh, Reyer, and Matti Liski. ""Consistent climate policies."" Journal of the European Economic Association 16, no. 1 (2018): 1-44.",Analytic IAM,,,2010,226.2,2010,,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,,2020,25.64,2015,"First-best, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj.",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,,2020,14.45,2015,"First-best, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj.",12.27,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,174.27,2015,"First-best, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj.",12.27,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,12.27,2015,"First-best, govmt=Hhs=Nordhaus-discounting",12.27,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,9.27,2015,"First-best, govmt=Hhs=Nordhaus-discounting",12.27,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,19.09,2015,"First-best, govmt=Hhs=Nordhaus-discounting",12.27,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,25.64,2015,"First-best, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj., Energy-KL elast=1",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,25.91,2015,"First-best, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj., Energy-KL elast=0.4",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,24.55,2015,"Constrained, govmt=Stern-discounting;Hhs=Nordhaus-discounting, no capital inc.tax subsidy, Energy-KL elast=1",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,17.73,2015,"Constrained, govmt=Stern-discounting;Hhs=Nordhaus-discounting, no capital inc.tax subsidy, Energy-KL elast=0.4",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,23.73,2015,"Constrained, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj. min30%, Energy-KL elast=1",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Moritz,"Barrage, L.",2018,"Barrage, L. (2018). Be careful what you calibrate for: Social discounting ingeneral equilibrium. Journal of Public Economics 160, 33–49.",GHKT,DICE,Sensitivity Analysis,2020,12.55,2015,"Constrained, govmt=Stern-discounting;Hhs=Nordhaus-discounting, capital inc.tax adj. min30%, Energy-KL elast=0.4",12.27,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
