,Authors,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X,,
2262,"Wise, M., Hodson, E.L., Mignone, B.K., Clarke, L., Waldhoff, S., Luckow, P.",7202820832; 23097534500; 16646699400; 14626095800; 6507819469; 35093021300,An approach to computing marginal land use change carbon intensities for bioenergy in policy applications,2015,Economic Modelling,47,,,307,318,NA,5,0,NST,,,10.1016/j.eneco.2015.02.016,equal paper as in row 1816,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925765126&partnerID=40&md5=5dca585bf6a411e3b1cf478829276955,,Article,Final,,Scopus,2-s2.0-84925765126,,,
2263,"Lutz, D.A., Howarth, R.B.",36932140400; 7101808750,The price of snow: Albedo valuation and a case study for forest management,2015,Environmental Research Letters,10,6,64013,,,NA,6,0,NST,,,10.1088/1748-9326/10/6/064013,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84937500942&partnerID=40&md5=a626b091edf890cc0d89546e689a0a56,,Article,Final,Open Access,Scopus,2-s2.0-84937500942,,,
2264,"Lotze-Campen, H., von Witzke, H., Noleppa, S., Schwarz, G.",14321817400; 7801454468; 35305394400; 57212752701,"Science for food, climate protection and welfare: An economic analysis of plant breeding research in Germany",2015,Agricultural Systems,136,,,79,84,NA,3,0,NST,,,10.1016/j.agsy.2015.02.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924940413&partnerID=40&md5=6c7132ed7c5fb907e1baf32d7dc21229,,Article,Final,,Scopus,2-s2.0-84924940413,,,
2265,"Wong, E.Y.C., Tai, A.H., Lau, H.Y.K., Raman, M.",56799765100; 8901145000; 7201497761; 56562668000,An utility-based decision support sustainability model in slow steaming maritime operations,2015,Transportation Research Part E: Logistics and Transportation Review,78,,,57,69,NA,19,0,NST,,,10.1016/j.tre.2015.01.013,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84939998566&partnerID=40&md5=ea47fcc47290f7c4ba00787632287450,,Article,Final,,Scopus,2-s2.0-84939998566,,,
2266,"Weis, A., Michalek, J.J., Jaramillo, P., Lueken, R.",55940924900; 7006027951; 8957522000; 56461201100,Emissions and cost implications of controlled electric vehicle charging in the U.S. PJM interconnection,2015,Environmental Science and Technology,49,9,,5813,5819,NA,28,0,NST,,,10.1021/es505822f,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928901548&partnerID=40&md5=c0f12b9b1d4fb553a1f09962352112de,,Article,Final,,Scopus,2-s2.0-84928901548,,,
2267,"Johnson, J.X., Novacheck, J.",55882248600; 55774671800,Emissions reductions from expanding state-level renewable portfolio standards,2015,Environmental Science and Technology,49,9,,5318,5325,NA,15,0,NST,,,10.1021/es506123e,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928911242&partnerID=40&md5=9919738d3a585be9ee9748e5d8da90e5,,Article,Final,,Scopus,2-s2.0-84928911242,,,
2268,"Considine, T.J., Manderson, E.J.M.",6603825345; 37073134500,The cost of solar-centric renewable portfolio standards and reducing coal power generation using Arizona as a case study,2015,Energy Economics,49,,,402,419,NA,1,NA,NST,,,10.1016/j.eneco.2015.03.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926480088&partnerID=40&md5=107acb888f40b1ca7e58a63a098ab742,,Article,Final,,Scopus,2-s2.0-84926480088,,,
2269,"Manning, D.T., Hadrich, J.C.",56104034000; 35621988900,An evaluation of the social and private efficiency of adoption: Anaerobic digesters and greenhouse gas mitigation,2015,Journal of Environmental Management,154,,,70,77,NA,4,0,NST,,,10.1016/j.jenvman.2015.02.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923006379&partnerID=40&md5=f6fa4db24b1cb50f5e4b95357a0a3583,,Article,Final,,Scopus,2-s2.0-84923006379,,,
2270,"Shindell, D.T.",7004214645,The social cost of atmospheric release,2015,Climatic Change,130,2,,313,326,NA,71,1,NST,,,10.1007/s10584-015-1343-0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940009194&partnerID=40&md5=816a83999f75adc9aeb2cac7a51256ee,,Article,Final,Open Access,Scopus,2-s2.0-84940009194,,,
2271,"Antweiler, W., Gulati, S.",6603153919; 9735240200,Scrapping for clean air: Emissions savings from the BC SCRAP-IT program,2015,Journal of Environmental Economics and Management,71,,,198,214,NA,9,0,NST,,,10.1016/j.jeem.2015.03.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84947337883&partnerID=40&md5=c1d8b2f840abd044826b8de0319e05c6,,Article,Final,,Scopus,2-s2.0-84947337883,,,
2272,"Bistline, J.E.",35179135200,"Fat-Tailed uncertainty, learning, and climate policy",2015,Climate Change Economics,6,2,1550009,,,NA,3,NA,NST,,,10.1142/S2010007815500098,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85057652791&partnerID=40&md5=91809545ca4623a16c2b9400767ff4db,,Article,Final,,Scopus,2-s2.0-85057652791,,,
2273,"Zarate-Barrera, T.G., Maldonado, J.H.",57151442100; 36772572700,Valuing blue carbon: Carbon sequestration benefits provided by the marine protected areas in Colombia,2015,PLoS ONE,10,5, e0126627,,,NA,9,0,NST,,,10.1371/journal.pone.0126627,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84959455303&partnerID=40&md5=edf5c39d81e897fc2ef48ec09579bb5d,,Article,Final,Open Access,Scopus,2-s2.0-84959455303,,,
2274,"Holland, S.P., Yates, A.J.",7201492538; 7202620663,Optimal trading ratios for pollution permit markets,2015,Journal of Public Economics,125,,,16,27,NA,13,0,NST,,,10.1016/j.jpubeco.2015.03.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84937757939&partnerID=40&md5=2d419ca63d5e2dfddb56cd766ed543d2,,Article,Final,,Scopus,2-s2.0-84937757939,,,
2275,"Jacobs, B., de Mooij, R.A.",7202255854; 55947325200,Pigou meets Mirrlees: On the irrelevance of tax distortions for the second-best Pigouvian tax,2015,Journal of Environmental Economics and Management,71,,,90,108,NA,32,0,NST,,,10.1016/j.jeem.2015.01.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84947318723&partnerID=40&md5=f14cd25376a75541707a0e0ef815fadb,,Article,Final,,Scopus,2-s2.0-84947318723,,,
2276,"Porter, W.C., Rosenstiel, T.N., Guenther, A., Lamarque, J.-F., Barsanti, K.",55218417400; 6602876227; 7102062952; 7102976560; 6506875024,Reducing the negative human-health impacts of bioenergy crop emissions through region-specific crop selection,2015,Environmental Research Letters,10,5,54004,,,NA,2,0,NST,,,10.1088/1748-9326/10/5/054004,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84930226010&partnerID=40&md5=5061a8d4fd080b4763fd2d0bd550c7e2,,Article,Final,Open Access,Scopus,2-s2.0-84930226010,,,
2277,"Grant-Muller, S.M., Gal-Tzur, A., Minkov, E., Nocera, S., Kuflik, T., Shoor, I.",8335859800; 6507036909; 15045260600; 6701688799; 6602259371; 56025844800,"Enhancing transport data collection through social media sources: Methods, challenges and opportunities for textual data",2015,IET Intelligent Transport Systems,9,4,,407,417,NA,33,0,NST,,,10.1049/iet-its.2013.0214,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84929322903&partnerID=40&md5=a1bada6ed62ff2e5bccc469feabe4046,,Article,Final,,Scopus,2-s2.0-84929322903,,,
2278,"van der Meijden, G., van der Ploeg, F., Withagen, C.",56604242900; 6701915911; 7003930644,"International capital markets, oil producers and the Green Paradox",2015,European Economic Review,76,,,275,297,NA,20,0,NST,,,10.1016/j.euroecorev.2015.03.004,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928337555&partnerID=40&md5=cc1870e99abaac53969cfcb2aa8ff324,,Article,Final,,Scopus,2-s2.0-84928337555,,,
2279,"Fleurbaey, M., Zuber, S.",6602530940; 35830220500,"Discounting, beyond Utilitarianism",2015,Economics,9,,,,,NA,8,0,NST,,,10.5018/economics-ejournal.ja.2015-12,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84927609342&partnerID=40&md5=c02c50fe9264d72cb21ab2f33d53ac3e,,Article,Final,Open Access,Scopus,2-s2.0-84927609342,,,
2280,"Cai, Y., Judd, K.L., Lenton, T.M., Lontzek, T.S., Narita, D.",35796984200; 7005438447; 7004637798; 53980219400; 8418460700,Environmental tipping points significantly affect the cost-benefit assessment of climate policies,2015,Proceedings of the National Academy of Sciences of the United States of America,112,15,,4606,4611,NA,38,1,NST,,,10.1073/pnas.1503890112,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928138088&partnerID=40&md5=7342c11a484eeee7c92fb5e4d3b89b0c,,Article,Final,Open Access,Scopus,2-s2.0-84928138088,,,
2282,"Molinos-Senante, M., Hanley, N., Sala-Garrido, R.",35765339200; 7005750378; 57127751300,Measuring the CO<inf>2</inf> shadow price for wastewater treatment: A directional distance function approach,2015,Applied Energy,144,,,241,249,NA,53,1,NST,,,10.1016/j.apenergy.2015.02.034,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923573004&partnerID=40&md5=f8619d622c26e95fab2a9b11781d8979,,Article,Final,,Scopus,2-s2.0-84923573004,,,
2283,"Halkos, G.E., Kitsou, D.C.",6701440263; 56056289200,Uncertainty in optimal pollution levels: modelling and evaluating the benefit area,2015,Journal of Environmental Planning and Management,58,4,,678,700,NA,3,NA,NST,,,10.1080/09640568.2014.881333,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924272810&partnerID=40&md5=36dec728053ac1155e4a4ee1cc5aed0a,,Article,Final,,Scopus,2-s2.0-84924272810,,,
2284,"Hatase, K., Managi, S.",56576345600; 13609873900,Increase in carbon prices: analysis of energy-economy modeling,2015,Environmental Economics and Policy Studies,17,2,,241,262,NA,2,1,NST,,,10.1007/s10018-014-0101-2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925946340&partnerID=40&md5=950659587166a9a1ce573ba7381bbec1,,Article,Final,,Scopus,2-s2.0-84925946340,,,
2285,"van der Ploeg, F.",6701915911,Untapped fossil fuel and the green paradox: a classroom calibration of the optimal carbon tax,2015,Environmental Economics and Policy Studies,17,2,,185,210,NA,2,1,NST,,,10.1007/s10018-014-0097-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84939958503&partnerID=40&md5=af2593dc00d84a8a69e848b5d988489b,,Article,Final,,Scopus,2-s2.0-84939958503,,,
2286,"Nichols, C., Victor, N.",7202394756; 56354967200,Examining the relationship between shale gas production and carbon capture and storage under CO<inf>2</inf> taxes based on the social cost of carbon,2015,Energy Strategy Reviews,7,,,39,54,NA,11,0,NST,,,10.1016/j.esr.2015.03.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928809965&partnerID=40&md5=1d18d1de2c128dfaaf378c6e69f63e1a,,Article,Final,,Scopus,2-s2.0-84928809965,,,
2287,"Sumarga, E., Hein, L., Edens, B., Suwarno, A.",56189783300; 9333007000; 48161017700; 23987296800,Mapping monetary values of ecosystem services in support of developing ecosystem accounts,2015,Ecosystem Services,12,,,71,83,NA,32,0,NST,,,10.1016/j.ecoser.2015.02.009,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925379379&partnerID=40&md5=3b74d8ee28c21689359c8a81d607fa36,,Article,Final,,Scopus,2-s2.0-84925379379,,,
2288,"Bartelmus, P.",6603304816,How bad is climate change?,2015,Environmental Development,14,,,53,62,NA,NA,NA,NST,,,10.1016/j.envdev.2015.01.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961340212&partnerID=40&md5=39bdfcf232e3a4bdce8ae569b681405d,,Article,Final,,Scopus,2-s2.0-84961340212,,,
2289,"dos Reis Junior, J.A., Ribeiro, M.S., Jabbour, C.J.C., van Bellen, H.M.",57003328700; 55940304500; 15757819200; 23096153900,Análise da potencialidade de benefícios pelos projetos MDL,2015,Revista Brasileira de Gestao de Negocios,17,56,,1149,1165,NA,1,0,NST,,,10.7819/rbgn.v17i56.1900,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949796734&partnerID=40&md5=08d69a6c3ad239a5c543284fe48e130a,,Article,Final,Open Access,Scopus,2-s2.0-84949796734,,,
2290,"Remme, R.P., Edens, B., Schröter, M., Hein, L.",55192454600; 48161017700; 54392158300; 9333007000,"Monetary accounting of ecosystem services: A test case for Limburg province, the Netherlands",2015,Ecological Economics,112,,,116,128,NA,49,0,NST,,,10.1016/j.ecolecon.2015.02.015,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923226277&partnerID=40&md5=ed375479d4063fcfaa4d70308f8ed33f,,Article,Final,,Scopus,2-s2.0-84923226277,,,
2292,"Van Benthem, A.",24479149700,What is the optimal speed limit on freeways?,2015,Journal of Public Economics,124,,,44,62,NA,21,0,NST,,,10.1016/j.jpubeco.2015.02.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924566030&partnerID=40&md5=00ef05891c51e14f93df5854426e1bf5,,Article,Final,,Scopus,2-s2.0-84924566030,,,
2293,"Godwin, C., Chen, G., Singh, K.K.",56462400800; 36765779500; 57206392258,"The impact of urban residential development patterns on forest carbon density: An integration of LiDAR, aerial photography and field mensuration",2015,Landscape and Urban Planning,136,,,97,109,NA,30,0,NST,,,10.1016/j.landurbplan.2014.12.007,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84919934610&partnerID=40&md5=a08802a48eaa854676d5ae12e6fbdb98,,Article,Final,,Scopus,2-s2.0-84919934610,,,
2294,"Bahn, O., Chesney, M., Gheyssens, J., Knutti, R., Pana, A.C.",6603623233; 7102062434; 54950117000; 15071907100; 56485445200,Is there room for geoengineering in the optimal climate policy mix?,2015,Environmental Science and Policy,48,,,67,76,NA,18,0,NST,,,10.1016/j.envsci.2014.12.014,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921273336&partnerID=40&md5=ad3ead612cf59f0df05af385e03fa118,,Article,Final,,Scopus,2-s2.0-84921273336,,,
2299,"Marten, A.L., Kopits, E.A., Griffiths, C.W., Newbold, S.C., Wolverton, A.",42161528200; 13004682400; 7201983102; 10139389700; 23490875100,Incremental CH<inf>4</inf> and N<inf>2</inf>O mitigation benefits consistent with the US Government's SC-CO<inf>2</inf> estimates,2015,Climate Policy,15,2,,272,298,NA,16,NA,NST,,,10.1080/14693062.2014.912981,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922234418&partnerID=40&md5=9e5f8f50bc1ee9c9a0dbbe1b2bfbbb3e,,Article,Final,,Scopus,2-s2.0-84922234418,,,
2300,"Miyoshi, C., Rietveld, P.",25958239900; 56261557300,Measuring the equity effects of a carbon charge on car commuters: A case study of Manchester Airport,2015,Transportation Research Part D: Transport and Environment,35,,,23,39,NA,9,0,NST,,,10.1016/j.trd.2014.11.016,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84920903156&partnerID=40&md5=83220b74c889a88da260de909719381b,,Article,Final,,Scopus,2-s2.0-84920903156,,,
2301,"Lamadrid, A.J., Shawhan, D.L., Murillo-Sanchez, C.E., Zimmerman, R.D., Zhu, Y., Tylavsky, D.J., Kindle, A.G., Dar, Z.",26424733700; 36239534300; 6603321572; 7401650289; 55510676600; 7003969228; 55966566300; 55320530400,"Stochastically optimized, carbon-reducing dispatch of storage, generation, and loads",2015,IEEE Transactions on Power Systems,30,2,7029704,1064,1075,NA,24,0,NST,,,10.1109/TPWRS.2014.2388214,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027954172&partnerID=40&md5=189d18133895ae2c0a1d78c5997231ef,,Article,Final,,Scopus,2-s2.0-85027954172,,,
2302,"Nelson, J.A.",16421794000,Is dismissing environmental caution the manly thing to do?: Gender and the economics of environmental protection,2015,Ethics and the Environment,20,1,,99,122,NA,1,0,NST,,,10.2979/ethicsenviro.20.1.99,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84932646298&partnerID=40&md5=3d7902a1cf03af32fc36a9c72f6e9f8f,,Article,Final,,Scopus,2-s2.0-84932646298,,,
2303,"Yim, S.H.L., Lee, G.L., Lee, I.H., Allroggen, F., Ashok, A., Caiazzo, F., Eastham, S.D., Malina, R., Barrett, S.R.H.",55190028500; 56062459000; 27168173500; 55924210700; 36631632100; 55798291900; 46261034500; 54915617100; 24773185500,"Global, regional and local health impacts of civil aviation emissions",2015,Environmental Research Letters,10,3,34001,,,NA,49,0,NST,,,10.1088/1748-9326/10/3/034001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925434744&partnerID=40&md5=c5fccba8eaae76a86b99b7f80d97f452,,Article,Final,Open Access,Scopus,2-s2.0-84925434744,,,
2304,"Solaymani, S., Kardooni, R., Yusoff, S.B., Kari, F.",55313897800; 56112669000; 15842570300; 36611760400,The impacts of climate change policies on the transportation sector,2015,Energy,81,,,719,728,NA,30,0,NST,,,10.1016/j.energy.2015.01.017,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924901920&partnerID=40&md5=df009524e47f06e263a87acaae673f37,,Article,Final,,Scopus,2-s2.0-84924901920,,,
2309,"Raz, G., Ovchinnikov, A.",15056666100; 12809618500,Coordinating pricing and supply of public interest goods using government rebates and subsidies,2015,IEEE Transactions on Engineering Management,62,1,7015671,65,79,NA,46,0,NST,,,10.1109/TEM.2014.2380999,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921730936&partnerID=40&md5=f41887248fe591ee108aa8cb835cff47,,Article,Final,,Scopus,2-s2.0-84921730936,,,
2310,"Sobota, D.J., Compton, J.E., McCrackin, M.L., Singh, S.",14052865600; 7103119394; 23390008200; 7406400170,Cost of reactive nitrogen release from human activities to the environment in the United States,2015,Environmental Research Letters,10,2,25006,,,NA,82,0,NST,,,10.1088/1748-9326/10/2/025006,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923786173&partnerID=40&md5=5b641b85f8665fe3631f39ecd07d7f49,,Article,Final,Open Access,Scopus,2-s2.0-84923786173,,,
2311,"Condon, N., Klemick, H., Wolverton, A.",56485586500; 23489216200; 23490875100,Impacts of ethanol policy on corn prices: A review and meta-analysis of recent evidence,2015,Food Policy,51,,,63,73,NA,39,0,NST,,,10.1016/j.foodpol.2014.12.007,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921311463&partnerID=40&md5=8178cbe0c1954602c0c30c17f77980f5,,Article,Final,,Scopus,2-s2.0-84921311463,,,
2312,"Colenbrander, D., Cartwright, A., Taylor, A.",56436562000; 55646222100; 56308382900,Drawing a line in the sand: Managing coastal risks in the City of Cape Town,2015,South African Geographical Journal,97,1,,1,17,NA,6,0,NST,,,10.1080/03736245.2014.924865,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988269561&partnerID=40&md5=71b25295e943888da6edd4a06c4bbc5c,,Article,Final,,Scopus,2-s2.0-84988269561,,,
2316,"Nesticò, A., Pipolo, O.",55315316900; 56294818900,A protocol for sustainable building interventions: Financial analysis and environmental effects,2015,International Journal of Business Intelligence and Data Mining,10,3,,199,212,NA,26,0,NST,,,10.1504/IJBIDM.2015.071325,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940044662&partnerID=40&md5=b49bde7e43b16b8b531986237576aff5,,Article,Final,,Scopus,2-s2.0-84940044662,,,
2318,"Hahn, R.W., Ritz, R.A.",7202700770; 23100739300,Does the social cost of carbon matter? Evidence from US policy,2015,Journal of Legal Studies,44,1,,229,248,NA,3,0,NST,,,10.1086/680990,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84934759211&partnerID=40&md5=3e4c1f8ed970976a0f11eee5ef7c0df5,,Article,Final,,Scopus,2-s2.0-84934759211,,,
2321,"Lontzek, T.S., Cai, Y., Judd, K.L., Lenton, T.M.",53980219400; 35796984200; 7005438447; 7004637798,Stochastic integrated assessment of climate tipping points indicates the need for strict climate policy,2015,Nature Climate Change,5,5,,441,444,NA,74,1,NST,,,10.1038/nclimate2570,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928534447&partnerID=40&md5=c22642c73aae0761205ac965a76fd1ac,,Article,Final,,Scopus,2-s2.0-84928534447,,,
